demo,map,linetype,player,team,time (s),hp,death,action,target,target_team,targeted,value,uid,stat1,stat2,stat3,stat4,stat5,stat6,stat7,stat8,stat9,stat10,stat11,stat12,stat13,stat14,stat15,stat16,stat17,stat18,stat19,stat20
1,skyway,log,Los Angeles,BLU,-30.646,1606.1,,clear mind,Mr Meaner,BLU,0,449,0
1,skyway,log,5am I Am,BLU,-29.225,1847.0,,wild bastion,,,0,680,1
1,skyway,log,Los Angeles,BLU,-29.079,,,fortitude,Mr Meaner,BLU,0,696,2
1,skyway,log,Conservatory Sensor,BLU,-28.864,1606.0,,clear mind,Los Angeles,BLU,0,719,3
1,skyway,log,Los Angeles,BLU,-25.721,,,clear mind,Conservatory Sensor,BLU,0,884,4
1,skyway,log,Los Angeles,BLU,-22.274,,,clear mind,Crusty Sock,BLU,0,1324,5
1,skyway,log,Crusty Sock,BLU,-21.956,1847.0,,wild bastion,,BLU,0,1371,6
1,skyway,log,Conservatory Sensor,BLU,-20.884,,,fortitude,Wrecktum,BLU,0,1523,7
1,skyway,log,Los Angeles,BLU,-18.855,,,clear mind,5am I Am,BLU,0,1752,8
1,skyway,log,Conservatory Sensor,BLU,-18.748,,,clear mind,Wrecktum,BLU,0,1780,9
1,skyway,log,Mr Meaner,BLU,-17.035,1847.0,,wild bastion,,BLU,0,1987,10
1,skyway,log,Conservatory Sensor,BLU,-15.836,,,mystic/flight,,,0,2121,11
1,skyway,log,Los Angeles,BLU,-15.469,,,clear mind,Radiscaer,BLU,0,2161,12
1,skyway,log,ClinkzBones,BLU,-13.513,1606.0,,wild bastion,,,0,2426,13
1,skyway,log,Wrecktum,BLU,-12.834,1606.0,,wild growth,,BLU,0,2518,14
1,skyway,log,Conservatory Sensor,BLU,-12.334,,,clear mind,ClinkzBones,BLU,0,2642,15
1,skyway,log,Los Angeles,BLU,-12.021,,,clear mind,ClinkzBones,BLU,0,2682,16
1,skyway,log,ClinkzBones,BLU,-11.021,,,overgrowth,,BLU,0,2929,17
1,skyway,log,Wrecktum,BLU,-10.509,,,overgrowth,,,0,2999,18
1,skyway,log,Los Angeles,BLU,-8.643,,,clear mind,Wrecktum,BLU,0,3218,19
1,skyway,log,ClinkzBones,BLU,-7.914,,,wild growth,,,0,3339,20
1,skyway,log,Wrecktum,BLU,-7.369,,,wild bastion,,BLU,0,3412,21
