demo,map,linetype,player,team,time (s),hp,death,action,target,target_team,targeted,value,uid,stat1,stat2,stat3,stat4,stat5,stat6,stat7,stat8,stat9,stat10,stat11,stat12,stat13,stat14,stat15,stat16,stat17,stat18,stat19,stat20
6,liberty town,log,5am I Am,BLU,-25.062,0,,wild bastion,,,0,67,0
6,liberty town,log,Crusty Sock,BLU,-25.062,0,,wild bastion,,,0,491,1
6,liberty town,log,Los Angeles,BLU,-22.642,1606.0,,clear mind,Crusty Sock,BLU,0,858,2
6,liberty town,log,Dr. Sensor,BLU,-22.37,1606.0,,clear mind,Los Angeles,BLU,0,876,3
6,liberty town,log,Dr. Sensor,BLU,-21.639,,,singularity,!pos,,0,920,4
6,liberty town,log,Los Angeles,BLU,-19.229,,,clear mind,Radiscaer,BLU,0,1107,5
6,liberty town,log,Dr. Sensor,BLU,-17.284,,,clear mind,Wrecktum,BLU,0,1336,6
6,liberty town,log,Los Angeles,BLU,-15.786,,,clear mind,Mr Meaner,BLU,0,1444,7
6,liberty town,log,Dr. Sensor,BLU,-13.776,,,clear mind,ClinkzBones,BLU,0,1522,8
6,liberty town,log,Mr Meaner,BLU,-13.592,1847.0,,wild bastion,,BLU,0,1536,9
6,liberty town,log,Radiscaer,BLU,-13.048,1606.0,,accelerate metabolism,,BLU,0,1549,10
6,liberty town,log,Los Angeles,BLU,-12.409,,,clear mind,ClinkzBones,BLU,0,1570,11
6,liberty town,log,ClinkzBones,BLU,-11.956,1606.3,,wild bastion,,BLU,0,1620,12
6,liberty town,log,Dr. Sensor,BLU,-9.778,,,clear mind,Mr Meaner,BLU,0,1758,13
6,liberty town,log,ClinkzBones,BLU,-9.494,,,overgrowth,,,0,1783,14
6,liberty town,log,Wrecktum,BLU,-9.494,1606.0,,wild growth,,BLU,0,1790,15
6,liberty town,log,Los Angeles,BLU,-9.266,,,clear mind,Wrecktum,BLU,0,1796,16
6,liberty town,log,Wrecktum,BLU,-7.131,,,overgrowth,,BLU,0,2005,17
6,liberty town,log,Los Angeles,BLU,-6.311,,,recovery aura,,,0,2077,18
6,liberty town,log,ClinkzBones,BLU,-6.311,,,wild growth,,,0,2084,19
