demo,map,linetype,player,team,time (s),hp,death,action,target,target_team,targeted,value,uid,stat1,stat2,stat3,stat4,stat5,stat6,stat7,stat8,stat9,stat10,stat11,stat12,stat13,stat14,stat15,stat16,stat17,stat18,stat19,stat20
1,skyway,log,Two Moons,BLU,-21.02,0,,wild bastion,,,0,538,0
1,skyway,log,Last Name Dirge,BLU,-19.215,1606.0,,clear mind,Piceous,BLU,0,774,1
1,skyway,log,Nyx Spectra,BLU,-14.847,1606.0,,clear mind,Two Moons,BLU,0,1097,2
1,skyway,log,Last Name Dirge,BLU,-14.608,,,clear mind,Two Moons,BLU,0,1120,3
1,skyway,log,Last Name Dirge,BLU,-11.716,,,clear mind,All The Endorphins,BLU,0,1302,4
1,skyway,log,Nyx Spectra,BLU,-11.476,,,clear mind,Piceous,BLU,0,1316,5
1,skyway,log,Nyx Spectra,BLU,-10.202,,,regen aura,,,0,1375,6
1,skyway,log,Last Name Dirge,BLU,-9.651,,,regen aura,,,0,1408,7
1,skyway,log,JC Pose,BLU,-7.741,1606.0,,wild bastion,,,0,1541,8
1,skyway,log,Last Name Dirge,BLU,-7.434,,,recovery aura,,,0,1567,9
1,skyway,log,Cruel Existence,BLU,-5.69,1834.0,,call to justice,,,0,1780,10
1,skyway,log,Step-Sister,BLU,-5.552,1606.0,,call to justice,,,0,1787,11
1,skyway,log,JC Pose,BLU,-5.247,,,overgrowth,,,0,1816,12
1,skyway,log,Nyx Spectra,BLU,-4.88,,,clear mind,JC Pose,BLU,0,1869,13
1,skyway,log,Last Name Dirge,BLU,-4.747,,,clear mind,Step-Sister,BLU,0,1883,14
1,skyway,log,Two Moons,BLU,-4.325,1839.0,,call to justice,,BLU,0,1936,15
1,skyway,log,All The Endorphins,BLU,-4.053,1839.0,,call to justice,,BLU,0,1949,16
1,skyway,log,Last Name Dirge,BLU,-3.22,,,fortitude,Step-Sister,BLU,0,2066,17
1,skyway,log,Nyx Spectra,BLU,-2.374,,,phantasm,!pos,,0,2237,18
1,skyway,log,JC Pose,BLU,-2.132,,,call to justice,,BLU,0,2300,19
1,skyway,log,Piceous,BLU,-1.999,1834.2,,call to justice,,BLU,0,2328,20
1,skyway,log,Last Name Dirge,BLU,-1.585,,,call to justice,,,0,2463,21
1,skyway,log,Nyx Spectra,BLU,0.212,,,phantom army,!pos,,0,2862,22
1,skyway,log,Last Name Dirge,BLU,3.112,,,adreneline boost,Nyx Spectra,BLU,0,3793,23
1,skyway,log,Two Moons,BLU,4.214,,,toxins,,,0,4419,24
1,skyway,log,Chloranthy,RED,4.355,1590.0,,bfr,All The Endorphins,BLU,0,4515,25
1,skyway,log,All The Endorphins,BLU,4.355,,,aim,,,0,4521,26
1,skyway,log,Just The Doctor,RED,4.561,0,,temporal mending,,,0,4605,27
1,skyway,log,JC Pose,BLU,4.627,,,aim,,,0,4672,28
1,skyway,log,Sarr Fire,RED,4.761,1847.0,,raptor pack,,,0,4775,29
1,skyway,log,Last Name Dirge,BLU,5.261,,,clear mind,Nyx Spectra,BLU,0,4965,30
1,skyway,log,Just The Doctor,RED,5.999,1847.0,,aim,,,0,5348,31
1,skyway,log,JC Pose,BLU,6.277,,,bib,Chloranthy,RED,0,5451,32
1,skyway,log,Sarr Fire,RED,6.553,,,blaze,JC Pose,BLU,0,5564,33
1,skyway,log,JC Pose,BLU,7.003,,,,,,1,5740,34
1,skyway,log,Bodem,RED,7.003,1599.0,,blaze,JC Pose,BLU,0,5740,35
1,skyway,log,Step-Sister,BLU,7.382,,,blaze,Chloranthy,RED,0,6279,36
1,skyway,log,Chloranthy,RED,7.382,,,,,,1,6279,37
1,skyway,log,JC Pose,BLU,7.516,,,dominate,Chloranthy,RED,0,6372,38
1,skyway,log,Chloranthy,RED,7.691,,,phase shift,,,0,6658,39
1,skyway,log,All The Endorphins,BLU,7.691,,,p-ray/charged,Chloranthy,RED,0,6664,40
1,skyway,log,Cruel Existence,BLU,7.824,,,blaze,Chloranthy,RED,0,6765,41
1,skyway,log,Just The Doctor,RED,8.063,,,char,JC Pose,BLU,0,6983,42
1,skyway,log,Two Moons,BLU,8.204,,,blaze,Chloranthy,RED,0,7166,43
1,skyway,log,Step-Sister,BLU,8.65,,,fossilize,Chloranthy,RED,0,7492,44
1,skyway,log,Kencian X,RED,8.65,1606.0,,absorb pain,Chloranthy,RED,0,7499,45
1,skyway,log,JC Pose,BLU,8.889,,,phase shift,,RED,0,7727,46
1,skyway,log,Cruel Existence,BLU,9.023,,,blazing bolt,Chloranthy,RED,0,7816,47
1,skyway,log,Chloranthy,RED,9.162,,,green,,,0,8016,48
1,skyway,log,Wrecktum,RED,9.162,1606.0,,blaze,JC Pose,BLU,0,8023,49
1,skyway,log,Chloranthy,RED,9.295,,,green,,,0,8115,50
1,skyway,log,Just The Doctor,RED,9.295,,,proton blast,JC Pose,BLU,0,8133,51
1,skyway,log,Nyx Spectra,BLU,9.709,,,heal other,JC Pose,BLU,0,8545,52
1,skyway,log,JC Pose,BLU,9.709,1488.0,,green,,,0,8556,53
1,skyway,log,Chloranthy,RED,9.984,1186.0,,regrowth,,,0,8760,54
1,skyway,log,xray1,RED,9.984,1606.0,,absorb pain,Chloranthy,RED,0,8767,55
1,skyway,log,All The Endorphins,BLU,10.157,,,green,,,0,9003,56
1,skyway,log,Wrecktum,RED,10.398,,,dominate,JC Pose,BLU,0,9232,57
1,skyway,log,Just The Doctor,RED,10.806,,,cosmic burst,JC Pose,BLU,0,9556,58
1,skyway,log,JC Pose,BLU,10.947,1321.0,,regrowth,,,0,9679,59
1,skyway,log,Two Moons,BLU,11.5,,,aim,,,0,10139,60
1,skyway,log,xray1,RED,12.466,,,heal other,Chloranthy,RED,0,10921,61
1,skyway,log,Kencian X,RED,12.966,,,clear mind,Just The Doctor,RED,0,11296,62
1,skyway,log,Chloranthy,RED,13.292,1177.0,,green,,,0,11536,63
1,skyway,log,Sarr Fire,RED,13.166,,,strangler,JC Pose,BLU,0,11449,63
